,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities
604,Mana Leak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241831&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Instant,Counter target spell unless its controller pays .
605,Manabarbs,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=235193&type=card,Magic 2012 (Rare),"['3', 'Red']",4,Enchantment,"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player."
606,Manalith,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220162&type=card,Magic 2012 (Common),['3'],3,Artifact,: Add one mana of any color.
607,Manic Vandal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230764&type=card,Magic 2012 (Common),"['2', 'Red']",3,Creature — Human Warrior (2/2),"When Manic Vandal enters the battlefield, destroy target artifact."
608,Master Thief,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228119&type=card,Magic 2012 (Uncommon),"['2', 'Blue', 'Blue']",4,Creature — Human Rogue (2/2),"When Master Thief enters the battlefield, gain control of target artifact for as long as you control Master Thief."
609,Merfolk Looter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220179&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Creature — Merfolk Rogue (1/1),": Draw a card, then discard a card."
610,Merfolk Mesmerist,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220106&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Creature — Merfolk Wizard (1/2),", : Target player mills two cards."
611,Mesa Enchantress,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220116&type=card,Magic 2012 (Rare),"['1', 'White', 'White']",3,Creature — Human Druid (0/2),"Whenever you cast an enchantment spell, you may draw a card."
612,Mighty Leap,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241989&type=card,Magic 2012 (Common),"['1', 'White']",2,Instant,Target creature gets +2/+2 and gains flying until end of turn.
613,Mind Control,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238572&type=card,Magic 2012 (Uncommon),"['3', 'Blue', 'Blue']",5,Enchantment — Aura,"Enchant creature
You control enchanted creature."
614,Mind Rot,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234561&type=card,Magic 2012 (Common),"['2', 'Black']",3,Sorcery,Target player discards two cards.
615,Mind Unbound,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236459&type=card,Magic 2012 (Rare),"['4', 'Blue', 'Blue']",6,Enchantment,"At the beginning of your upkeep, put a lore counter on Mind Unbound, then draw a card for each lore counter on Mind Unbound."
616,Monomania,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220143&type=card,Magic 2012 (Rare),"['3', 'Black', 'Black']",5,Sorcery,Target player chooses a card in their hand and discards the rest.
617,Mountain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244329&type=card,Magic 2012 (Land),"['3', 'Black', 'Black']",0,Basic Land — Mountain,
618,Naturalize,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221894&type=card,Magic 2012 (Common),"['1', 'Green']",2,Instant,Destroy target artifact or enchantment.
619,Negate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230757&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Instant,Counter target noncreature spell.
620,Oblivion Ring,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234567&type=card,Magic 2012 (Uncommon),"['2', 'White']",3,Enchantment,"When Oblivion Ring enters the battlefield, exile another target nonland permanent.
When Oblivion Ring leaves the battlefield, return the exiled card to the battlefield under its owner's control."
621,Onyx Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220072&type=card,Magic 2012 (Uncommon),"['1', 'Black']",2,Creature — Human Wizard (2/1),: Target creature you control gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)
622,Overrun,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238574&type=card,Magic 2012 (Uncommon),"['2', 'Green', 'Green', 'Green']",5,Sorcery,Creatures you control get +3/+3 and gain trample until end of turn.
623,Pacifism,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228956&type=card,Magic 2012 (Common),"['1', 'White']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block."
624,Pentavus,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244251&type=card,Magic 2012 (Rare),['7'],7,Artifact Creature — Construct (0/0),"Pentavus enters the battlefield with five +1/+1 counters on it.
, Remove a +1/+1 counter from Pentavus: Create a 1/1 colorless Pentavite artifact creature token with flying.
, Sacrifice a Pentavite: Put a +1/+1 counter on Pentavus."
625,Peregrine Griffin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238327&type=card,Magic 2012 (Common),"['4', 'White']",5,Creature — Griffin (2/4),"Flying
First strike (This creature deals combat damage before creatures without first strike.)"
626,Personal Sanctuary,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220235&type=card,Magic 2012 (Rare),"['2', 'White']",3,Enchantment,"During your turn, prevent all damage that would be dealt to you."
627,Phantasmal Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220251&type=card,Magic 2012 (Common),['Blue'],1,Creature — Bear Illusion (2/2),"When Phantasmal Bear becomes the target of a spell or ability, sacrifice it."
628,Phantasmal Dragon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220068&type=card,Magic 2012 (Uncommon),"['2', 'Blue', 'Blue']",4,Creature — Dragon Illusion (5/5),"Flying
When Phantasmal Dragon becomes the target of a spell or ability, sacrifice it."
629,Phantasmal Image,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220099&type=card,Magic 2012 (Rare),"['1', 'Blue']",2,Creature — Illusion (0/0),"You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability, sacrifice it."""
630,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244334&type=card,Magic 2012 (Land),"['1', 'Blue']",0,Basic Land — Plains,
631,Plummet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233235&type=card,Magic 2012 (Common),"['1', 'Green']",2,Instant,Destroy target creature with flying.
632,Ponder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244313&type=card,Magic 2012 (Common),['Blue'],1,Sorcery,"Look at the top three cards of your library, then put them back in any order. You may shuffle.
Draw a card."
633,Pride Guardian,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220073&type=card,Magic 2012 (Common),['White'],1,Creature — Cat Monk (0/3),"Defender
Whenever Pride Guardian blocks, you gain 3 life."
634,Primeval Titan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241832&type=card,Magic 2012 (Mythic Rare),"['4', 'Green', 'Green']",6,Creature — Giant (6/6),"Trample
Whenever Primeval Titan enters the battlefield or attacks, you may search your library for up to two land cards, put them onto the battlefield tapped, then shuffle."
635,Primordial Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220172&type=card,Magic 2012 (Mythic Rare),"['Variable Colorless', 'Green', 'Green']",2,Creature — Hydra (0/0),"Primordial Hydra enters the battlefield with X +1/+1 counters on it.
At the beginning of your upkeep, double the number of +1/+1 counters on Primordial Hydra.
Primordial Hydra has trample as long as it has ten or more +1/+1 counters on it."
636,Quicksilver Amulet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=237006&type=card,Magic 2012 (Rare),['4'],4,Artifact,", : You may put a creature card from your hand onto the battlefield."
637,Rampant Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233231&type=card,Magic 2012 (Common),"['1', 'Green']",2,Sorcery,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle."
638,Reassembling Skeleton,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226565&type=card,Magic 2012 (Uncommon),"['1', 'Black']",2,Creature — Skeleton Warrior (1/1),: Return Reassembling Skeleton from your graveyard to the battlefield tapped.
639,Reclaim,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226903&type=card,Magic 2012 (Common),['Green'],1,Instant,Put target card from your graveyard on top of your library.
640,Redirect,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221484&type=card,Magic 2012 (Rare),"['Blue', 'Blue']",2,Instant,You may choose new targets for target spell.
641,Reverberate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233722&type=card,Magic 2012 (Rare),"['Red', 'Red']",2,Instant,Copy target instant or sorcery spell. You may choose new targets for the copy.
642,Rites of Flourishing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=235188&type=card,Magic 2012 (Rare),"['2', 'Green']",3,Enchantment,"At the beginning of each player's draw step, that player draws an additional card.
Each player may play an additional land on each of their turns."
643,Roc Egg,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238570&type=card,Magic 2012 (Uncommon),"['2', 'White']",3,Creature — Bird Egg (0/3),"Defender (This creature can't attack.)
When Roc Egg dies, create a 3/3 white Bird creature token with flying."
644,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221922&type=card,Magic 2012 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or ."
645,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236464&type=card,Magic 2012 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.
646,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221893&type=card,Magic 2012 (Common),"['1', 'Green']",2,Creature — Bear (2/2),
647,Rune-Scarred Demon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220130&type=card,Magic 2012 (Rare),"['5', 'Black', 'Black']",7,Creature — Demon (6/6),"Flying
When Rune-Scarred Demon enters the battlefield, search your library for a card, put it into your hand, then shuffle."
648,Rusted Sentinel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220241&type=card,Magic 2012 (Uncommon),['4'],4,Artifact Creature — Golem (3/4),Rusted Sentinel enters the battlefield tapped.
649,Sacred Wolf,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241859&type=card,Magic 2012 (Common),"['2', 'Green']",3,Creature — Wolf (3/1),Hexproof (This creature can't be the target of spells or abilities your opponents control.)
650,Scepter of Empires,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220209&type=card,Magic 2012 (Uncommon),['3'],3,Artifact,: Scepter of Empires deals 1 damage to target player or planeswalker. It deals 3 damage instead if you control artifacts named Crown of Empires and Throne of Empires.
651,Scrambleverse,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220300&type=card,Magic 2012 (Rare),"['6', 'Red', 'Red']",8,Sorcery,"For each nonland permanent, choose a player at random. Then each player gains control of each permanent for which they were chosen. Untap those permanents."
652,Sengir Vampire,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244253&type=card,Magic 2012 (Uncommon),"['3', 'Black', 'Black']",5,Creature — Vampire (4/4),"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire."
653,Serra Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220176&type=card,Magic 2012 (Uncommon),"['3', 'White', 'White']",5,Creature — Angel (4/4),"Flying, vigilance"
654,Shock,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245184&type=card,Magic 2012 (Common),['Red'],1,Instant,Shock deals 2 damage to any target.
655,Siege Mastodon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=222635&type=card,Magic 2012 (Common),"['4', 'White']",5,Creature — Elephant (3/5),
656,Skinshifter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220151&type=card,Magic 2012 (Rare),"['1', 'Green']",2,Creature — Human Shaman (1/1),": Choose one. Activate only once each turn.
• Until end of turn, Skinshifter becomes a Rhino with base power and toughness 4/4 and gains trample.
• Until end of turn, Skinshifter becomes a Bird with base power and toughness 2/2 and gains flying.
• Until end of turn, Skinshifter becomes a Plant with base power and toughness 0/8."
657,Skywinder Drake,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220153&type=card,Magic 2012 (Common),"['2', 'Blue']",3,Creature — Drake (3/1),"Flying
Skywinder Drake can block only creatures with flying."
658,Slaughter Cry,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230762&type=card,Magic 2012 (Common),"['2', 'Red']",3,Instant,Target creature gets +3/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.)
659,Smallpox,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=237010&type=card,Magic 2012 (Uncommon),"['Black', 'Black']",2,Sorcery,"Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land."
660,Solemn Simulacrum,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236907&type=card,Magic 2012 (Rare),['4'],4,Artifact Creature — Golem (2/2),"When Solemn Simulacrum enters the battlefield, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
When Solemn Simulacrum dies, you may draw a card."
661,Sorin Markov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238330&type=card,Magic 2012 (Mythic Rare),"['3', 'Black', 'Black', 'Black']",6,Legendary Planeswalker — Sorin (4),"+2: Sorin Markov deals 2 damage to any target and you gain 2 life.
−3: Target opponent's life total becomes 10.
−7: You control target player during that player's next turn."
662,Sorin's Thirst,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241994&type=card,Magic 2012 (Common),"['Black', 'Black']",2,Instant,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.
663,Sorin's Vengeance,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234436&type=card,Magic 2012 (Rare),"['4', 'Black', 'Black', 'Black']",7,Sorcery,Sorin's Vengeance deals 10 damage to target player or planeswalker and you gain 10 life.
664,Sphinx of Uthuun,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220090&type=card,Magic 2012 (Rare),"['5', 'Blue', 'Blue']",7,Creature — Sphinx (5/6),"Flying
When Sphinx of Uthuun enters the battlefield, reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard."
