,edition,rarity
12782,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12783,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12784,"Duel Decks Anthology, Garruk vs. Liliana",(Rare)
12785,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12786,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12787,"Duel Decks Anthology, Garruk vs. Liliana",(Rare)
12788,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12789,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12790,"Duel Decks Anthology, Garruk vs. Liliana",(Rare)
12791,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12792,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12793,"Duel Decks Anthology, Garruk vs. Liliana",(Rare)
12794,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12795,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12796,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12797,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12798,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12799,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12800,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12801,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12802,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12803,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12804,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12805,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12806,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12807,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12808,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12809,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12810,"Duel Decks Anthology, Jace vs. Chandra",(Rare)
12811,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12812,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12813,"Duel Decks Anthology, Jace vs. Chandra (Mythic",Rare)
12814,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12815,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12816,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12817,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12818,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12819,"Duel Decks Anthology, Jace vs. Chandra",(Rare)
12820,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12821,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12822,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12823,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12824,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12825,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12826,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12827,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12828,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12829,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12830,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12831,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12832,"Duel Decks Anthology, Jace vs. Chandra",(Rare)
12833,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12834,"Duel Decks Anthology, Jace vs. Chandra",(Rare)
12835,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12836,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12837,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12838,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12839,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12840,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12841,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12842,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12843,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12844,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12845,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12846,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12847,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12848,Duel Decks: Blessed vs. Cursed,(Land)
12849,Duel Decks: Blessed vs. Cursed,(Land)
12850,Duel Decks: Blessed vs. Cursed,(Land)
12851,Duel Decks: Blessed vs. Cursed,(Land)
12852,Duel Decks: Blessed vs. Cursed,(Land)
12853,Duel Decks: Elspeth vs. Kiora,(Land)
12854,Duel Decks: Elspeth vs. Kiora,(Land)
12855,Duel Decks: Elspeth vs. Kiora,(Land)
12856,Duel Decks: Elspeth vs. Kiora,(Land)
12857,Duel Decks: Elspeth vs. Kiora,(Land)
12858,Duel Decks: Elspeth vs. Tezzeret,(Land)
12859,Duel Decks: Elspeth vs. Tezzeret,(Land)
12860,Duel Decks: Elspeth vs. Tezzeret,(Land)
12861,Duel Decks: Elspeth vs. Tezzeret,(Land)
12862,Duel Decks: Elspeth vs. Tezzeret,(Land)
12863,"Duel Decks Anthology, Jace vs. Chandra (Mythic",Rare)
12864,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12865,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12866,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12867,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12868,Duel Decks: Elspeth vs. Kiora,(Common)
12869,Duel Decks: Elspeth vs. Kiora,(Common)
12870,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12871,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12872,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12873,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12874,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12875,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12876,"Duel Decks Anthology, Jace vs. Chandra",(Rare)
12877,"Duel Decks Anthology, Jace vs. Chandra",(Rare)
12878,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12879,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12880,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12881,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12882,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12883,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12884,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12885,"Duel Decks Anthology, Jace vs. Chandra",(Common)
12886,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12887,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12888,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12889,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12890,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12891,Duel Decks: Ajani vs. Nicol Bolas (Mythic,Rare)
12892,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12893,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12894,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12895,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12896,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12897,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12898,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12899,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12900,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12901,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12902,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12903,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12904,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12905,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12906,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12907,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12908,Duel Decks: Elspeth vs. Kiora,(Common)
12909,Duel Decks: Elspeth vs. Kiora,(Common)
12910,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12911,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12912,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12913,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12914,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12915,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12916,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12917,Duel Decks: Elspeth vs. Kiora,(Common)
12918,Duel Decks: Elspeth vs. Kiora,(Common)
12919,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12920,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12921,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12922,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12923,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12924,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12925,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12926,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12927,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12928,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12929,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12930,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12931,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12932,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12933,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12934,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12935,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12936,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12937,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12938,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12939,Duel Decks: Ajani vs. Nicol Bolas (Mythic,Rare)
12940,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12941,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12942,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12943,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12944,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12945,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12946,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12947,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12948,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12949,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12950,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12951,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12952,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12953,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12954,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12955,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12956,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12957,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12958,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12959,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12960,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12961,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12962,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12963,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12964,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12965,Duel Decks: Ajani vs. Nicol Bolas,(Rare)
12966,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12967,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12968,Duel Decks: Ajani vs. Nicol Bolas,(Common)
12969,Duel Decks: Ajani vs. Nicol Bolas,(Uncommon)
12970,Duel Decks: Blessed vs. Cursed,(Uncommon)
12971,Duel Decks: Blessed vs. Cursed,(Uncommon)
12972,Duel Decks: Blessed vs. Cursed,(Common)
12973,Duel Decks: Blessed vs. Cursed,(Common)
12974,Duel Decks: Blessed vs. Cursed,(Uncommon)
12975,Duel Decks: Blessed vs. Cursed,(Rare)
12976,Duel Decks: Blessed vs. Cursed,(Common)
12977,Duel Decks: Blessed vs. Cursed,(Rare)
12978,Duel Decks: Blessed vs. Cursed,(Common)
12979,Duel Decks: Blessed vs. Cursed,(Common)
12980,Duel Decks: Blessed vs. Cursed,(Uncommon)
12981,Duel Decks: Blessed vs. Cursed,(Rare)
12982,Duel Decks: Blessed vs. Cursed,(Uncommon)
12983,Duel Decks: Blessed vs. Cursed,(Uncommon)
12984,Duel Decks: Blessed vs. Cursed,(Common)
12985,Duel Decks: Blessed vs. Cursed,(Common)
12986,Duel Decks: Blessed vs. Cursed,(Uncommon)
12987,Duel Decks: Blessed vs. Cursed,(Common)
12988,Duel Decks: Blessed vs. Cursed,(Rare)
12989,Duel Decks: Blessed vs. Cursed,(Common)
12990,Duel Decks: Blessed vs. Cursed,(Uncommon)
12991,Duel Decks: Blessed vs. Cursed,(Uncommon)
12992,Duel Decks: Blessed vs. Cursed,(Uncommon)
12993,Duel Decks: Blessed vs. Cursed,(Common)
12994,Duel Decks: Blessed vs. Cursed,(Common)
12995,Duel Decks: Blessed vs. Cursed (Mythic,Rare)
12996,Duel Decks: Blessed vs. Cursed,(Common)
12997,Duel Decks: Blessed vs. Cursed,(Uncommon)
12998,Duel Decks: Blessed vs. Cursed,(Rare)
12999,Duel Decks: Blessed vs. Cursed,(Common)
13000,Duel Decks: Blessed vs. Cursed,(Rare)
13001,Duel Decks: Blessed vs. Cursed,(Rare)
13002,Duel Decks: Blessed vs. Cursed,(Uncommon)
13003,Duel Decks: Blessed vs. Cursed,(Rare)
13004,Duel Decks: Blessed vs. Cursed,(Common)
13005,Duel Decks: Blessed vs. Cursed (Mythic,Rare)
13006,Duel Decks: Blessed vs. Cursed,(Common)
13007,Duel Decks: Blessed vs. Cursed,(Uncommon)
13008,Duel Decks: Blessed vs. Cursed,(Common)
13009,Duel Decks: Blessed vs. Cursed,(Common)
13010,Duel Decks: Blessed vs. Cursed,(Uncommon)
13011,Duel Decks: Blessed vs. Cursed,(Uncommon)
13012,Duel Decks: Blessed vs. Cursed,(Common)
13013,Duel Decks: Blessed vs. Cursed,(Uncommon)
13014,Duel Decks: Blessed vs. Cursed,(Common)
13015,Duel Decks: Blessed vs. Cursed,(Common)
13016,Duel Decks: Blessed vs. Cursed,(Common)
13017,Duel Decks: Blessed vs. Cursed,(Rare)
13018,Duel Decks: Blessed vs. Cursed,(Uncommon)
13019,Duel Decks: Blessed vs. Cursed,(Uncommon)
13020,Duel Decks: Blessed vs. Cursed,(Common)
13021,Duel Decks: Blessed vs. Cursed,(Common)
13022,Duel Decks: Blessed vs. Cursed,(Common)
13023,Duel Decks: Divine vs. Demonic,(Common)
13024,Duel Decks: Divine vs. Demonic,(Common)
13025,Duel Decks: Blessed vs. Cursed,(Common)
13026,Duel Decks: Blessed vs. Cursed,(Uncommon)
13027,Duel Decks: Blessed vs. Cursed,(Uncommon)
13028,Duel Decks: Blessed vs. Cursed,(Uncommon)
13029,Duel Decks: Blessed vs. Cursed,(Uncommon)
13030,Duel Decks: Blessed vs. Cursed,(Uncommon)
13031,Duel Decks: Blessed vs. Cursed,(Common)
13032,Duel Decks: Blessed vs. Cursed,(Uncommon)
13033,Duel Decks: Blessed vs. Cursed,(Rare)
13034,Duel Decks: Blessed vs. Cursed,(Common)
13035,Duel Decks: Blessed vs. Cursed,(Common)
13036,Duel Decks: Blessed vs. Cursed,(Common)
13037,Duel Decks: Divine vs. Demonic,(Common)
13038,Duel Decks: Divine vs. Demonic,(Common)
13039,Duel Decks: Elspeth vs. Kiora,(Common)
13040,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13041,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13042,Duel Decks: Elspeth vs. Kiora,(Rare)
13043,Duel Decks: Elspeth vs. Kiora,(Common)
13044,Duel Decks: Elspeth vs. Kiora,(Common)
13045,Duel Decks: Elspeth vs. Kiora,(Common)
13046,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13047,Duel Decks: Elspeth vs. Kiora,(Rare)
13048,Duel Decks: Elspeth vs. Kiora,(Rare)
13049,Duel Decks: Elspeth vs. Kiora (Mythic,Rare)
13050,Duel Decks: Elspeth vs. Kiora,(Common)
13051,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13052,Duel Decks: Elspeth vs. Kiora,(Common)
13053,Duel Decks: Elspeth vs. Kiora,(Common)
13054,Duel Decks: Elspeth vs. Kiora,(Rare)
13055,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13056,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13057,Duel Decks: Elspeth vs. Kiora,(Common)
13058,Duel Decks: Elspeth vs. Kiora,(Rare)
13059,Duel Decks: Elspeth vs. Kiora,(Common)
13060,Duel Decks: Elspeth vs. Kiora (Mythic,Rare)
13061,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13062,Duel Decks: Elspeth vs. Kiora,(Common)
13063,Duel Decks: Elspeth vs. Kiora,(Common)
13064,Duel Decks: Elspeth vs. Tezzeret,(Common)
13065,Duel Decks: Elspeth vs. Tezzeret,(Common)
13066,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13067,Duel Decks: Elspeth vs. Kiora,(Common)
13068,Duel Decks: Elspeth vs. Kiora,(Common)
13069,Duel Decks: Elspeth vs. Kiora,(Common)
13070,Duel Decks: Elspeth vs. Tezzeret,(Common)
13071,Duel Decks: Elspeth vs. Tezzeret,(Common)
13072,Duel Decks: Elspeth vs. Kiora,(Common)
13073,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13074,Duel Decks: Elspeth vs. Kiora,(Common)
13075,Duel Decks: Elspeth vs. Kiora,(Common)
13076,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13077,Duel Decks: Elspeth vs. Kiora,(Common)
13078,Duel Decks: Elspeth vs. Kiora,(Common)
13079,Duel Decks: Elspeth vs. Kiora,(Common)
13080,Duel Decks: Elspeth vs. Kiora,(Rare)
13081,Duel Decks: Elspeth vs. Kiora,(Rare)
13082,Duel Decks: Elspeth vs. Kiora,(Common)
13083,Duel Decks: Elspeth vs. Kiora,(Common)
13084,Duel Decks: Elspeth vs. Tezzeret,(Common)
13085,Duel Decks: Elspeth vs. Tezzeret,(Common)
13086,Duel Decks: Elspeth vs. Kiora,(Rare)
13087,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13088,Duel Decks: Elspeth vs. Kiora,(Rare)
13089,Duel Decks: Elspeth vs. Kiora,(Common)
13090,Duel Decks: Elspeth vs. Kiora,(Common)
13091,Duel Decks: Elspeth vs. Kiora,(Common)
13092,Duel Decks: Elspeth vs. Kiora,(Common)
13093,Duel Decks: Elspeth vs. Tezzeret,(Common)
13094,Duel Decks: Elspeth vs. Tezzeret,(Common)
13095,Duel Decks: Elspeth vs. Kiora,(Common)
13096,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13097,Duel Decks: Elspeth vs. Kiora,(Common)
13098,Duel Decks: Elspeth vs. Kiora,(Uncommon)
13099,Duel Decks: Elspeth vs. Kiora,(Common)
13100,Duel Decks: Elspeth vs. Kiora,(Common)
13101,Duel Decks: Elspeth vs. Kiora,(Rare)
13102,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13103,Duel Decks: Elspeth vs. Tezzeret,(Common)
13104,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13105,Duel Decks: Elspeth vs. Tezzeret,(Common)
13106,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13107,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13108,Duel Decks: Elspeth vs. Tezzeret,(Common)
13109,Duel Decks: Elspeth vs. Tezzeret,(Common)
13110,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13111,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13112,Duel Decks: Elspeth vs. Tezzeret,(Common)
13113,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13114,Duel Decks: Elspeth vs. Tezzeret,(Common)
13115,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13116,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13117,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13118,Duel Decks: Elspeth vs. Tezzeret,(Common)
13119,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13120,Duel Decks: Elspeth vs. Tezzeret,(Common)
13121,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13122,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13123,Duel Decks: Elspeth vs. Tezzeret (Mythic,Rare)
13124,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13125,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13126,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13127,Duel Decks: Elspeth vs. Tezzeret,(Common)
13128,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13129,Duel Decks: Elspeth vs. Tezzeret,(Common)
13130,Duel Decks: Elspeth vs. Tezzeret,(Common)
13131,Duel Decks: Elspeth vs. Tezzeret,(Common)
13132,Duel Decks: Elspeth vs. Tezzeret,(Common)
13133,Duel Decks: Elspeth vs. Tezzeret,(Common)
13134,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13135,Duel Decks: Elspeth vs. Tezzeret,(Common)
13136,Duel Decks: Elspeth vs. Tezzeret,(Common)
13137,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13138,Duel Decks: Elspeth vs. Tezzeret,(Common)
13139,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13140,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13141,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13142,Duel Decks: Elspeth vs. Tezzeret,(Common)
13143,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13144,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13145,Duel Decks: Elspeth vs. Tezzeret,(Common)
13146,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13147,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13148,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13149,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13150,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13151,Duel Decks: Elspeth vs. Tezzeret,(Common)
13152,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13153,Duel Decks: Elspeth vs. Tezzeret,(Common)
13154,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13155,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13156,Duel Decks: Elspeth vs. Tezzeret,(Common)
13157,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13158,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13159,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13160,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13161,Duel Decks: Elspeth vs. Tezzeret,(Common)
13162,Duel Decks: Elspeth vs. Tezzeret (Mythic,Rare)
13163,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13164,Duel Decks: Elspeth vs. Tezzeret,(Common)
13165,Duel Decks: Elspeth vs. Tezzeret,(Common)
13166,Duel Decks: Elspeth vs. Tezzeret,(Uncommon)
13167,Duel Decks: Elspeth vs. Tezzeret,(Rare)
13168,Duel Decks: Elves vs. Goblins,(Common)
13169,Duel Decks: Elves vs. Goblins,(Common)
13170,Duel Decks: Elves vs. Goblins,(Common)
13171,Duel Decks: Elves vs. Inventors,(Common)
13172,Duel Decks: Elves vs. Inventors,(Uncommon)
13173,Duel Decks: Elves vs. Inventors,(Uncommon)
13174,Duel Decks: Elves vs. Inventors,(Rare)
13175,Duel Decks: Elves vs. Inventors,(Rare)
13176,Duel Decks: Elves vs. Inventors,(Uncommon)
13177,Duel Decks: Elves vs. Inventors,(Common)
13178,Duel Decks: Elves vs. Inventors,(Rare)
13179,Duel Decks: Elves vs. Inventors,(Common)
13180,Duel Decks: Elves vs. Inventors,(Common)
13181,Duel Decks: Elves vs. Inventors,(Common)
13182,Duel Decks: Elves vs. Inventors,(Common)
13183,Duel Decks: Elves vs. Inventors (Mythic,Rare)
13184,Duel Decks: Elves vs. Inventors,(Common)
13185,Duel Decks: Elves vs. Inventors,(Common)
13186,Duel Decks: Elves vs. Inventors,(Common)
13187,Duel Decks: Elves vs. Inventors,(Uncommon)
13188,Duel Decks: Elves vs. Inventors,(Land)
13189,Duel Decks: Elves vs. Inventors,(Land)
13190,Duel Decks: Elves vs. Inventors,(Land)
13191,Duel Decks: Elves vs. Inventors,(Land)
13192,Duel Decks: Elves vs. Inventors,(Land)
13193,Duel Decks: Elves vs. Inventors,(Land)
13194,Duel Decks: Elves vs. Inventors,(Land)
13195,Duel Decks: Elves vs. Inventors,(Land)
13196,Duel Decks: Garruk vs. Liliana,(Land)
13197,Duel Decks: Garruk vs. Liliana,(Land)
13198,Duel Decks: Garruk vs. Liliana,(Land)
13199,Duel Decks: Garruk vs. Liliana,(Land)
13200,Duel Decks: Garruk vs. Liliana,(Land)
13201,Duel Decks: Garruk vs. Liliana,(Land)
13202,Duel Decks: Garruk vs. Liliana,(Land)
13203,Duel Decks: Garruk vs. Liliana,(Land)
13204,Duel Decks: Heroes vs. Monsters,(Land)
13205,Duel Decks: Heroes vs. Monsters,(Land)
13206,Duel Decks: Heroes vs. Monsters,(Land)
13207,Duel Decks: Heroes vs. Monsters,(Land)
13208,Duel Decks: Heroes vs. Monsters,(Land)
13209,Duel Decks: Heroes vs. Monsters,(Land)
13210,Duel Decks: Heroes vs. Monsters,(Land)
